origin_date,target_date,horizon_days,phi,c,forecast,actual,error
2024-07-19,2024-08-16,19,0.9999564994474338,0.00029442346094238814,18.40859237625007,17.9446,0.4639923762500686
2024-07-26,2024-08-23,19,0.9999559422112944,0.00029475799615856296,18.32374591311499,17.9553,0.3684459131149893
2024-08-02,2024-08-30,19,0.9999555315442685,0.000295000020153674,18.26417832498069,17.6113,0.6528783249806906
2024-08-08,2024-09-06,20,0.9999563367930673,0.00029453448798691384,18.42888945754246,17.7112,0.717689457542459
2024-08-16,2024-09-13,20,0.9999539248189337,0.00029594557714274417,18.003137932451082,17.7564,0.246737932451083
2024-08-23,2024-09-20,20,0.9999539003190326,0.0002959617917228164,18.01384329260404,17.5715,0.4423432926040398
2024-08-30,2024-09-27,19,0.9999519144828697,0.00029710498428806123,17.664618031990546,17.1564,0.5082180319905447
2024-09-06,2024-10-04,19,0.9999523776975409,0.0002968496621627015,17.7650919815179,17.4904,0.27469198151790053
2024-09-13,2024-10-11,19,0.9999525374624404,0.00029676684626224584,17.81051598734352,17.4565,0.3540159873435229
2024-09-20,2024-10-18,19,0.9999514343273131,0.0002973994546005549,17.624371626270097,17.593,0.03137162627009715
2024-09-27,2024-10-25,20,0.9999490627360618,0.0002987383502992512,17.209282302187518,17.6735,-0.464217697812483
2024-10-04,2024-11-01,20,0.9999508353191782,0.0002977484695533762,17.545400177254127,17.6574,-0.11199982274587228
2024-10-11,2024-11-08,20,0.9999505659067176,0.0002979056174977901,17.511212134327742,17.4264,0.08481213432774126
2024-10-18,2024-11-15,20,0.9999512374533086,0.000297529072292721,17.648550993335064,18.2358,-0.587249006664937
2024-10-25,2024-11-22,20,0.999951602373369,0.0002973218808951722,17.72952450143933,18.0286,-0.29907549856067206
2024-11-01,2024-11-29,20,0.9999514297195484,0.0002974261568070881,17.713250382003498,18.0419,-0.3286496179965006
2024-11-08,2024-12-06,20,0.9999500760235844,0.0002982007327206049,17.480661221983034,18.0388,-0.5581387780169642
2024-11-15,2024-12-13,20,0.9999543914036285,0.00029573715635058034,18.295436101781203,17.8176,0.47783610178120384
2024-11-22,2024-12-20,19,0.9999531806444841,0.0002964494582307509,18.083827719119924,18.3414,-0.2575722808800762
2024-11-29,2024-12-27,17,0.9999531671643006,0.00029646247215696375,18.091326475279857,18.7921,-0.7007735247201445
2024-12-06,2025-01-03,16,0.9999530682411416,0.00029652261150611703,18.085245309347673,18.773,-0.6877546906523264
2024-12-13,2025-01-10,16,0.9999517822865419,0.00029727232228801893,17.862796772653066,18.9368,-1.0740032273469353
2024-12-20,2025-01-17,17,0.9999545419073159,0.00029567143622514196,18.392409287316486,18.7264,-0.33399071268351577
2024-12-27,2025-01-24,19,0.9999568942676932,0.00029427848894367226,18.85209621135069,18.3118,0.5402962113506895
2025-01-03,2025-01-31,20,0.9999567252249908,0.0002943802055839495,18.83596169410868,18.591,0.24496169410867807
2025-01-10,2025-02-07,20,0.9999575041946019,0.0002939158112515076,19.000862581518913,18.4284,0.5724625815189128
2025-01-17,2025-02-14,20,0.9999562947098527,0.00029465028847795526,18.788873191535263,18.3904,0.3984731915352633
2025-01-24,2025-02-21,20,0.9999539966069633,0.00029601957763558586,18.371296892677588,18.3322,0.03909689267758765
2025-01-31,2025-02-28,20,0.999955388545025,0.00029520773158803193,18.65235949546525,18.5065,0.14585949546525256
2025-02-07,2025-03-07,20,0.9999544241938363,0.0002957939121978543,18.488545159687586,18.0809,0.4076451596875863
2025-02-14,2025-03-14,20,0.9999541402590333,0.0002959631334466448,18.450213141822758,18.1979,0.2523131418227571
2025-02-21,2025-03-20,19,0.9999537462046822,0.0002961992872183724,18.38857211023478,18.1741,0.2144721102347802
2025-02-28,2025-03-28,19,0.9999545907560081,0.00029570129083922314,18.563947527758863,18.1883,0.37564752775886134
2025-03-07,2025-04-04,19,0.9999522353037716,0.0002970964150546621,18.135520993309278,19.0919,-0.956379006690721
2025-03-14,2025-04-11,19,0.9999527739196027,0.0002967879139680136,18.253202684394633,19.3565,-1.1032973156053671
2025-03-20,2025-04-17,19,0.9999525774761189,0.00029690891642747104,18.229196318882188,18.8727,-0.6435036811178101
2025-03-28,2025-04-25,18,0.9999525745842672,0.00029691167081782345,18.2405203663039,18.8032,-0.5626796336960993
2025-04-04,2025-05-02,16,0.9999572257352547,0.0002941521380880052,19.143271414015327,18.473,0.6702714140153283
2025-04-11,2025-05-09,16,0.9999584985251004,0.00029338700669138403,19.40933436611283,18.1779,1.231434366112829
2025-04-17,2025-05-16,17,0.999955897866057,0.0002949823059649629,18.92582947695043,18.0516,0.8742294769504291
2025-04-25,2025-05-23,18,0.9999554597011856,0.0002952533203847741,18.858961700477703,17.9148,0.9441617004777036
2025-05-02,2025-05-30,20,0.9999536740960946,0.000296324612407195,18.532635629898905,17.8463,0.6863356298989061
2025-05-09,2025-06-06,20,0.9999520398680355,0.0002972888538948263,18.235477698069452,17.7727,0.462777698069452
2025-05-16,2025-06-13,20,0.9999512930971126,0.0002977276021634824,18.10827498287384,17.9451,0.1631749828738407
2025-05-23,2025-06-20,19,0.9999504914083621,0.0002981950543982935,17.96772647191122,18.028,-0.060273528088778505
2025-05-30,2025-06-27,19,0.9999500537372207,0.0002984487409781744,17.89874585716106,17.8626,0.03614585716105978
2025-06-06,2025-07-04,19,0.9999495906824879,0.00029871532273527526,17.824638383131646,17.5669,0.2577383831316453
2025-06-13,2025-07-11,19,0.9999504255414096,0.0002982369506437779,17.99803667482046,17.8262,0.1718366748204616
2025-06-20,2025-07-18,20,0.9999507981479029,0.00029802487298814627,18.08421366361067,17.6783,0.4059136636106686
2025-06-27,2025-07-25,20,0.9999498357709434,0.0002985952797221952,17.91767045718518,17.7393,0.1783704571851814
2025-07-04,2025-08-01,20,0.9999481943807249,0.00029953985081099255,17.620028622289794,18.2913,-0.6712713777102053
2025-07-11,2025-08-08,20,0.9999494856852081,0.0002988071767430348,17.880909891491914,17.7139,0.16700989149191514
2025-07-18,2025-08-15,20,0.9999486286933681,0.00029930330945524605,17.732008020977887,17.542,0.19000802097788494
2025-07-25,2025-08-22,20,0.9999488751409852,0.00029916540245776037,17.793333565931917,17.6679,0.12543356593191746
2025-08-01,2025-08-29,20,0.9999516774725793,0.0002975482381511463,18.3488360724391,17.7493,0.599536072439097
2025-08-08,2025-09-05,20,0.9999485763500762,0.00029935511580100833,17.767644405994695,17.6962,0.07144440599469348
